Word Context_Valence Context_Arousal Context_Concreteness
snowsuit 6.101 4.076 3.577
snowy 5.757 3.931 3.313
snub 5.521 4.094 3.092
snubbed 5.541 4.076 3.081
snubbing 5.476 4.065 2.983
snubs 5.376 4.213 3.183
snuck 5.581 4.044 3.211
snuff 5.229 4.326 3.328
snuffbox 5.587 3.928 3.331
snuffboxes 5.748 3.942 3.322
snuffed 5.55 4.311 3
snuffer 5.755 4.143 3.55
snuffing 5.565 4.29 3.009
snuffle 5.737 4.049 3.202
snuffled 5.762 3.883 3.19
snuffles 6.122 3.984 3.175
snuffling 5.491 4.144 3.477
snuffs 5.455 4.303 3.079
snug 5.651 3.941 3.345
snugged 5.517 3.909 3.412
snugger 5.876 3.677 3.16
snuggle 6.169 4.178 3.315
snuggled 5.966 3.996 3.447
snuggles 5.923 4.11 3.154
snuggling 6.019 4.078 3.245
snugly 5.633 3.924 3.379
snugness 5.769 3.923 3.142
snugs 5.587 4.063 3.39
soak 5.669 3.941 3.354
soaked 5.441 4.125 3.511
soaker 5.551 3.835 3.683
soaking 5.676 4.063 3.428
soaks 5.64 3.984 3.393
soap 5.749 3.924 3.378
soapbox 5.565 4.048 2.951
soaped 5.839 4.019 3.537
soapiness 5.712 4.008 2.994
soaping 5.86 4.055 3.487
soaps 5.768 3.93 3.107
soapstone 5.638 3.773 4.016
soapsuds 5.669 3.92 3.293
soapwort 5.922 3.723 3.319
soapy 5.831 4.081 3.56
soar 5.531 4.184 3.117
soared 5.394 4.156 3.136
soaring 5.469 4.159 3.118
soars 5.39 4.247 3.231
soave 5.949 3.991 3.163
sob 5.004 4.301 3.109
sobbed 5.465 4.278 3.279
sobbing 5.44 4.143 3.302
sobbingly 5.554 4.108 3.205
sober 5.7 4.081 2.895
sobered 5.655 4.03 2.847
sobering 5.652 4.055 2.828
soberly 5.718 4.113 2.758
soberness 5.838 4.127 2.754
sobers 5.664 4.004 2.962
sobriety 5.616 4.085 2.918
sobriquet 5.623 4.181 2.936
sobs 5.384 4.228 3.123
soc 5.719 4.027 2.924
soccer 5.912 4.23 3.448
sociability 5.894 4.103 2.749
sociable 5.944 4.127 2.871
sociably 5.777 3.962 2.758
social 5.533 4.085 2.942
socialism 5.439 4.394 2.69
socialist 5.722 4.315 2.981
socialistic 5.463 4.104 2.725
socialists 5.389 4.213 2.752
socialite 5.741 4.252 3.207
socialites 5.78 4.169 3.094
sociality 5.715 4.098 2.692
socialization 5.682 4.125 2.83
socialize 5.827 4.137 2.924
socialized 5.742 3.887 2.709
socializer 5.962 4.141 3.028
socializes 6.291 4.16 3.268
socializing 5.93 4.058 2.84
socially 5.532 4.133 2.691
socials 5.827 4.139 3.207
societal 5.444 4.172 2.68
societies 5.595 4.126 2.716
society 5.665 4.169 2.764
sociocultural 5.515 4.061 2.723
socioeconomic 5.467 4.074 2.785
sociologic 5.366 4.007 2.731
sociological 5.572 4.04 2.695
sociologically 5.501 4.087 2.643
sociologist 5.724 4.011 3.037
sociologists 5.634 4.017 2.777
sociology 5.715 4.001 3.032
sociopath 5.155 4.323 2.719
sociopathic 5.135 4.316 2.721
sociopaths 5.27 4.377 2.676
sociopolitical 5.55 4.088 2.727
sock 5.493 4.003 3.171
socked 5.575 4.074 3.093
socket 5.542 3.902 3.282
sockets 5.573 3.835 3.206
socking 5.604 4.13 3.007
sockless 5.598 3.986 3.127
socks 5.468 4.168 3.28
socrates 5.646 4.067 2.783
socratic 5.735 3.974 2.66
sod 5.407 3.803 3.377
soda 5.786 3.99 3.633
sodas 5.84 4.085 3.409
sodbuster 5.467 3.83 3.315
sodden 5.307 3.819 3.657
sodding 5.585 4.049 3.067
sodium 5.357 3.905 3.417
sodomite 5.388 4.221 3.165
sodomites 5.349 4.266 2.854
sodomize 5.345 4.338 3.169
sodomized 5.041 4.148 3.586
sodomizing 5.122 4.396 3.248
sodomy 4.681 4.713 3.172
sods 5.327 4.07 2.931
soever 5.621 4.042 2.654
sofa 5.789 3.83 3.731
sofas 5.825 3.588 3.775
soft 5.51 4.212 3.277
softball 5.901 4.158 3.55
softballs 5.663 3.995 3.181
softcover 5.846 3.844 3.257
soften 5.753 4.136 2.974
softened 5.671 3.929 3.42
softener 5.716 3.772 3.564
softeners 5.653 3.82 3.489
softening 5.47 4.081 3.099
softens 5.606 4.053 3.207
softer 5.594 3.963 3.015
softest 5.814 3.998 3.146
softheaded 5.448 4.108 2.815
softhearted 5.589 4.055 2.678
softie 5.574 4.063 3.05
softies 5.712 4.062 2.948
softish 5.672 3.967 3.366
softly 5.724 4.093 3.198
softness 5.691 4.104 3.056
software 5.774 3.978 3.093
softwood 5.463 3.993 3.196
softwoods 5.719 3.775 3.027
softy 5.721 4.129 3.043
soggier 5.749 3.748 2.961
sogginess 5.585 3.945 3.416
soggy 5.611 3.962 3.418
sohs 5.636 3.893 2.796
soil 5.445 4.09 3.152
soiled 5.515 4.116 3.421
soiling 5.394 4.071 3.209
soilless 5.922 3.757 3.353
soils 5.551 3.986 3.059
soiree 5.859 4.092 3.113
soirees 5.914 4.143 3.156
sojourn 5.704 4.048 3.012
sojourned 5.779 3.839 3.058
sojourner 5.751 4.063 3.139
sojourners 5.693 3.977 3.141
sojourns 5.982 3.857 2.917
sol 5.73 4.029 3.079
solace 5.71 4.138 2.838
solaced 5.69 4.228 3.066
solar 5.803 4.166 3.176
solarium 5.926 3.958 3.586
sold 5.642 4.017 3.137
solder 5.462 3.925 3.288
soldered 5.488 3.864 3.321
soldering 5.584 3.916 3.244
solders 5.317 4.228 3.078
soldier 4.886 4.538 3.31
soldiered 5.501 4.109 3.017
soldiering 5.601 4.153 2.805
soldierly 5.67 4.197 2.841
soldiers 5.066 4.56 3.124
soldiery 5.485 4.163 3.006
sole 5.547 4.135 2.912
soled 5.648 3.858 3.488
solely 5.536 4.085 2.812
solemn 5.609 4.105 2.877
solemnity 5.74 4.067 2.848
solemnize 5.911 4.158 2.808
solemnly 5.498 4.087 2.924
solenoid 5.473 3.959 3.336
solenoids 5.511 3.981 3.157
soles 5.47 3.918 3.462
solicit 5.683 4.037 2.863
solicitation 5.419 4.143 2.979
solicitations 5.523 4.014 3.015
solicited 5.584 4.05 3
soliciting 5.082 4.583 3.337
solicitor 5.456 3.965 2.918
solicitors 5.391 4.039 2.881
solicitous 5.648 4.067 2.755
solicitousness 5.45 4.307 2.744
solicits 5.664 4.02 2.964
solicitude 5.639 4.148 2.721
solid 5.611 3.957 3.211
solidarity 5.604 4.146 2.94
solider 5.355 4.306 3.185
solidification 5.496 3.943 2.991
solidified 5.584 4.03 3.025
solidifier 5.728 3.733 3.402
solidifies 5.557 4.02 3.006
solidify 5.587 4.056 2.905
solidifying 5.662 4.021 3.032
solidity 5.807 4.022 2.838
solidly 5.583 4.066 3.18
solidness 5.814 3.903 2.971
solids 5.627 3.876 3.134
soliloquies 5.66 4.041 2.94
soliloquize 5.89 3.956 2.706
soliloquy 5.768 4.14 3.054
soling 5.807 4.148 3.09
solipsism 5.604 4.001 2.583
solipsistic 5.618 4.103 2.698
solitaire 6.328 4.423 3.53
solitarily 5.639 3.888 2.978
solitariness 5.742 4.158 2.661
solitary 5.435 4.12 3.061
solitude 5.731 4.067 2.953
solitudes 5.926 3.96 3.109
solo 5.955 4.248 3.258
soloed 5.766 4.056 3.017
soloing 5.779 4.089 2.872
soloist 6.041 4.06 3.159
soloists 5.967 4.034 3.031
solomon 5.777 4.092 3.145
solos 5.929 4.118 3.087
sols 5.743 4.001 3.073
solstice 6.046 4.031 3.214
solubility 5.447 3.918 3.264
soluble 5.463 3.916 3.356
solute 5.562 3.906 3.106
solution 5.503 4.034 2.835
solutions 5.714 3.933 3.044
solvability 5.665 3.933 2.746
solvable 5.445 4.007 2.666
solve 5.477 4.03 3.007
solved 5.378 4.105 2.794
solvency 5.399 4.17 2.789
solvent 5.53 3.959 3.047
solvents 5.307 3.976 3.223
solver 5.641 4.158 2.781
solvers 5.572 4.079 2.746
solves 5.499 3.988 3.166
solving 5.528 4.175 2.899
soma 5.666 4.029 3.327
somalia 5.516 4.307 3.17
somatic 4.569 4.47 2.752
somber 5.579 4.108 3.068
somberly 5.589 4.11 3.14
somberness 5.879 3.847 2.547
sombre 5.607 4.053 3.106
sombrero 5.876 4.017 3.42
sombreros 5.803 3.965 3.361
somebody 5.611 4.112 2.862
someday 5.815 4.1 2.828
somehow 5.577 4.081 2.781
someone 5.595 4.122 2.817
someplace 5.771 4.034 2.927
somersault 5.593 4.111 3.361
somersaulted 5.534 3.903 3.522
somersaulting 5.534 4.05 3.372
somersaults 5.623 4.093 3.108
somerset 5.848 3.862 3.527
something 5.624 4.105 2.76
sometime 5.719 4.018 2.945
sometimes 5.609 4.06 2.937
someway 5.67 4.054 2.746
somewhat 5.614 4.011 2.789
somewhere 5.719 4 2.933
sommelier 5.901 3.954 3.386
somnambulant 5.467 4.013 3.006
somnambulate 5.865 3.613 3.213
somnambulism 5.689 3.936 2.798
somnambulistic 5.667 4.033 2.858
somnolence 5.055 4.092 2.919
somnolent 5.385 4.034 3.004
son 5.548 4.393 3.102
sonar 5.63 4.01 3.128
sonata 5.885 3.946 3.145
sonatas 5.948 3.941 3.065
song 6.033 4.176 3.225
songbird 5.827 4.091 3.221
songbirds 5.756 4.092 3.189
songbook 6.151 4.105 3.164
songbooks 6.09 4.074 3.345
songfest 5.895 4.048 3.191
songful 5.945 3.904 3.033
songlike 6.18 4.228 3.05
songs 6.238 4.204 3.189
songster 5.826 4.086 3.276
songsters 6.016 3.991 3.05
songstress 5.964 4.055 3.068
songwriter 6.125 4.228 3.289
songwriters 6.12 4.134 3.066
songwriting 6.109 4.218 3.058
sonic 5.816 4.402 3.299
sonnet 5.793 3.957 2.911
sonnets 5.845 3.909 2.885
sonny 5.659 4.09 3.069
sonogram 5.64 4.129 3.293
sonoma 5.714 3.932 3.597
sonorous 5.891 4.048 3.012
sons 5.682 4.27 3.11
soon 5.649 4.09 2.966
sooner 5.606 4.088 2.788
soonest 5.918 4.046 2.791
soot 5.427 3.963 3.322
sooted 5.643 3.961 3.193
sooth 5.582 4.183 3.02
soothe 5.537 4.178 2.997
soothed 5.625 4.138 3.027
soother 5.77 4.044 3.395
soothes 5.616 4.196 3.121
soothing 5.858 4.073 3.058
soothingly 5.948 4.07 2.814
sooths 5.666 4.362 2.993
soothsayer 5.617 4.135 2.959
soothsayers 5.613 4.128 2.848
soothsaying 5.541 4.177 2.846
sootiness 6.225 3.635 3.445
soots 5.668 4.122 3.262
sooty 5.463 3.972 3.314
sop 5.455 3.999 2.949
sophia 5.884 4.111 3.116
sophie 5.794 4.178 3.248
sophism 5.431 4.079 2.643
sophist 5.37 4.16 2.769
sophistic 5.436 4.145 2.643
sophistically 5.36 4.152 2.628
sophisticate 5.789 4.033 3.478
sophisticated 5.594 4.111 2.878
sophisticates 5.79 4.05 3.602
sophistication 5.659 4.049 2.766
sophistry 5.415 4.181 2.688
sophists 5.642 4.082 2.597
sophocles 5.747 4.157 2.876
sophomore 5.73 4.042 3.226
sophomores 5.792 4.041 3.078
sophomoric 5.36 4.126 2.748
soporific 5.622 3.936 2.915
sopped 5.433 4.124 3.27
sopping 5.514 4.353 3.617
soppy 5.653 4.115 2.97
soprano 5.888 4.11 3.143
sopranos 5.769 4.106 3.107
sops 5.527 3.788 2.8
sorbet 6.146 3.927 3.805
sorbets 6.356 3.926 3.518
sorcerer 5.59 4.086 3.137
sorcerers 5.204 4.493 2.999
sorceress 5.648 4.329 3.304
sorceries 5.326 4.478 3.007
sorcery 5.574 4.692 3.212
sordid 5.42 4.174 2.89
sordidness 5.417 4.217 2.782
sore 5.132 4.096 3.33
sorehead 5.564 4.074 2.908
sorely 5.487 4.051 2.804
soreness 5.357 4.09 3.193
sorer 5.591 4.083 2.479
sores 4.855 4.074 3.492
sorest 5.367 4.059 3.065
sorghum 5.84 3.68 3.804
sororities 5.869 4.313 3.236
sorority 5.987 4.549 3.51
sorption 5.631 3.938 3.237
sorrel 5.854 3.821 3.662
sorrels 5.726 3.872 3.132
sorrier 5.608 4.128 2.765
sorriest 5.463 4.072 2.946
sorrow 5.429 4.295 2.831
sorrowful 5.77 4.171 2.895
sorrowfully 5.64 4.187 2.939
sorrowfulness 5.715 4.284 2.629
sorrowing 5.814 4.131 2.978
sorrows 6.047 3.864 2.742
sorry 5.57 4.076 2.847
sort 5.626 4.04 2.847
sorted 5.694 3.868 2.973
sorter 5.668 3.758 3.349
sorters 5.681 3.904 3.296
sortie 5.419 4.183 3.064
sorties 5.405 4.226 3.193
sorting 5.621 3.89 2.967
sorts 5.697 4.003 2.842
sot 5.405 4.033 3.008
sots 5.464 4.206 2.993
sottish 5.222 4.172 3.023
sou 5.756 4.033 3.097
soubise 5.69 3.53 3.708
soubrette 5.936 4.143 2.941
soubriquet 5.771 4.088 2.917
souffle 6.077 3.973 3.653
sough 5.649 4.042 3.101
soughed 5.904 4.006 3.756
soughing 5.659 3.904 3.389
soughs 6.077 3.663 4.008
sought 5.342 4.161 2.866
souk 5.666 4.114 3.224
soul 5.688 4.238 2.917
soulful 5.982 4.185 3.062
soulfully 5.999 4.134 2.982
soulfulness 5.856 4.088 2.875
soulless 4.907 4.617 2.736
soullessly 5.28 4.28 2.872
soullessness 5.618 4.124 2.748
soulmate 6.311 3.873 2.745
souls 5.574 4.351 3.074
sound 5.704 4.118 2.987
soundbite 5.55 4.053 2.845
soundboard 5.828 4.033 3.327
sounded 5.847 4.106 2.882
sounder 5.663 3.96 3.043
sounders 5.72 4.035 3.243
soundest 5.713 4.013 2.782
sounding 5.729 4.078 2.84
soundings 5.59 3.824 3.016
soundless 5.831 3.954 3.135
soundlessly 5.698 3.901 3.365
soundlessness 5.427 3.8 2.869
soundly 5.428 4.12 2.96
soundman 5.666 4.121 3.2
soundness 5.604 3.986 2.638
soundproof 5.694 3.908 3.417
soundproofed 5.599 3.952 3.435
soundproofing 5.683 3.902 3.412
sounds 5.965 4.121 2.767
soundtrack 6.036 4.282 3.526
soundtracks 6.173 4.239 3.446
soup 6.015 3.85 3.769
soupcon 5.536 4.186 2.835
soups 6.048 3.827 3.437
soupspoon 5.778 3.677 3.552
soupy 5.798 4.152 3.258
sour 5.558 3.996 3.201
sourball 6.526 4.235 3.106
sourballs 3.772 4.847 3.317
source 5.609 4.006 2.932
sourced 5.637 3.942 2.99
sources 5.449 4.117 2.878
sourcing 5.662 3.975 2.957
sourdough 5.984 3.941 3.495
soured 5.505 4.18 2.99
sourer 5.716 3.849 3.415
sourest 6.049 4.123 3.356
souring 5.418 4.188 2.879
sourly 5.561 4.102 2.985
sourness 5.709 4.157 3.251
sourpuss 5.513 4.138 2.914
sourpusses 5.842 4.143 2.798
sours 5.434 4.246 3.211
sousaphone 5.791 4.099 3.479
sousaphones 5.881 4.044 3.147
souse 5.819 4.096 3.291
soused 5.581 4.048 3.165
soutane 6.053 4.109 3.293
south 5.474 4.069 3.295
southampton 5.721 3.885 3.259
southbound 5.48 3.959 3.478
southeast 5.556 3.987 3.237
southeaster 5.759 3.903 3.414
southeasterly 5.606 3.748 3.164
southeastern 5.581 4.014 3.34
southeastward 5.59 3.666 3.24
southeastwardly 5.501 3.795 3.18
southeastwards 5.996 3.767 3.275
southerly 5.719 3.765 3.189
southern 5.537 4.05 3.22
southerner 5.627 4.054 2.886
southerners 5.481 4.097 2.857
southernisms 6.114 3.277 2.958
southernmost 5.608 3.88 3.316
southing 5.584 3.932 3.22
southland 5.702 4.013 3.239
southpaw 5.744 4.082 3.199
southpaws 5.688 4.196 2.949
southside 5.687 4.013 3.397
southward 5.66 3.851 3.267
southwardly 5.456 3.802 3.194
southwards 5.65 3.879 3.211
southwest 5.614 3.907 3.349
southwester 5.706 3.817 3.816
southwesterly 5.677 3.774 3.21
southwestern 5.585 3.982 3.401
southwestward 5.536 3.552 3.246
souvenir 5.78 4.041 3.372
souvenirs 5.746 4.111 3.278
sovereign 5.523 4.162 2.893
sovereigns 5.583 4.023 2.883
sovereignty 5.506 4.148 2.76
soviet 5.339 4.226 2.965
soviets 5.262 4.26 2.855
sow 5.54 3.99 3.112
sowbelly 5.637 3.867 3.324
sowed 5.539 4.102 2.774
sower 5.626 4.089 3.043
sowers 5.378 4.228 3.412
sowing 5.509 4.01 3.212
sown 5.572 4.218 2.975
sows 5.526 3.982 3.194
sox 5.651 4.041 3.129
soy 5.763 3.867 3.58
soya 5.732 3.813 3.471
soybean 5.574 3.854 3.586
soybeans 5.702 3.737 3.511
soymilk 5.94 3.824 3.454
soysauce 6.03 3.967 3.899
sozzled 5.676 4.1 3.088
spa 5.934 3.887 3.462
space 5.679 3.941 3.098
spacecraft 5.718 4.089 3.147
spacecrafts 5.723 4.091 3.094
spaced 5.478 3.733 3.064
spaceflight 5.729 4.094 3.053
spaceman 5.486 4.103 2.998
spacemen 5.797 4.096 3.042
spaceport 5.555 4.119 3.188
spacer 5.503 3.817 3.357
spacers 5.516 3.879 3.323
spaces 5.636 3.866 3.023
spaceship 5.78 4.089 3.217
spaceships 5.883 4.134 3.064
spacesuit 5.747 4.077 3.196
spacesuits 5.706 3.993 3.162
spacing 5.553 3.792 3.127
spacings 5.61 3.851 2.998
spacious 5.918 3.866 3.366
spaciously 6.023 3.993 3.065
spaciousness 5.954 3.971 2.85
spackle 5.545 3.894 3.218
spackled 5.388 4.044 3.331
spackling 5.611 3.838 3.34
spade 5.633 4.014 3.243
spaded 5.715 4.395 3.109
spadeful 5.534 4.139 3.167
spades 5.686 4.073 3.042
spadework 5.456 4.062 2.768
spading 5.52 3.9 3.17
spaghetti 5.809 4.083 3.513
spain 5.647 4.044 3.099
spake 5.889 4.139 2.703
spalding 5.725 3.916 3.287
spall 5.518 4.053 3.118
spam 4.685 3.946 3.516
spammer 5.284 4.088 2.991
span 5.862 3.882 3.29
spandex 5.815 4.212 3.579
spangle 5.853 4.267 3.393
spangled 6.191 4.442 4.406
spangles 5.794 4.122 3.175
spaniard 5.652 4.061 3.043
spaniards 5.516 4.145 2.91
spaniel 5.861 4.163 3.804
spaniels 5.856 4.201 3.716
spanish 5.734 4.106 3.143
spank 4.941 4.907 3.602
spanked 5.496 4.534 3.311
spanker 4.856 4.529 3.156
spankers 5.382 4.274 2.757
spanking 5.659 4.588 3.416
spankings 5.552 4.583 3.302
spanks 5.705 4.383 3.372
spanned 5.583 3.996 3.097
spanner 5.533 3.991 3.208
spanners 5.485 3.934 3.178
spanning 5.682 3.844 3.175
spans 5.693 3.931 3.035
spar 5.568 4.012 3.225
spare 5.579 4.176 3.049
spared 5.355 4.29 2.923
sparely 5.721 3.923 3.167
spareness 5.882 3.981 2.849
sparer 5.717 3.893 2.976
sparerib 5.977 4.151 3.872
spareribs 5.803 4.016 3.876
spares 5.561 4.011 3.047
sparest 5.458 4.32 2.766
sparing 5.423 4.168 2.956
sparingly 5.619 4.033 2.998
spark 5.553 4.145 3.153
sparked 5.198 4.369 3.068
sparker 5.785 3.931 3.307
sparking 5.226 4.349 3.104
sparkle 5.971 4.063 3.3
sparkled 6.038 4.012 3.42
sparkler 5.738 4.109 3.302
sparklers 5.83 4.211 3.28
sparkles 5.844 4.184 3.264
sparkling 6.014 4.035 3.369
sparklingly 5.801 4.084 2.931
sparkly 5.925 4.032 3.303
sparkplug 5.565 4.034 3.273
sparks 5.541 4.227 3.319
sparky 5.626 4.069 2.933
sparred 5.48 4.058 3.042
sparring 5.678 4.062 2.977
sparrow 5.751 4.038 3.309
sparrowgrass 5.859 3.992 3.599
sparrows 5.696 4.036 3.271
spars 5.555 3.908 3.306
sparse 5.656 3.909 2.963
sparsely 5.651 3.837 3.16
sparseness 5.688 3.889 2.824
sparser 5.602 3.878 2.935
sparsity 5.616 3.895 2.843
sparta 5.677 4.068 3.175
spartan 5.669 4.1 3.2
spartans 5.716 4.215 3.279
spas 6.045 4.041 3.547
spasm 5.249 4.305 3.285
spasmodic 5.218 4.191 2.984
spasms 5.159 4.273 3.336
spastic 5.349 4.171 2.939
spastically 5.244 4.302 3.295
spastics 5.635 4.016 2.902
spat 5.383 4.147 3.147
spate 5.058 4.337 2.949
spatial 5.592 3.932 2.868
spatiality 5.645 3.941 2.656
spatially 5.607 3.886 2.853
spats 5.543 4.086 2.97
spatter 5.356 4.157 3.366
spattered 5.219 4.231 3.681
spattering 5.432 4.073 3.436
spatters 5.363 4.192 3.588
spatula 5.574 3.859 3.681
spatulas 5.605 3.85 3.498
spawn 5.477 4.215 3.06
spawned 5.462 4.222 2.983
spawning 5.544 4.106 3.092
spawns 5.227 4.341 2.981
spay 5.619 4.231 3.046
spayed 5.823 4.224 3.08
spaying 5.602 4.199 2.979
spays 5.616 4.124 3.166
speak 5.631 4.099 2.851
speakeasies 5.341 4.272 3.055
speakeasy 5.72 4.146 3.287
speaker 5.653 4.02 3.145
speakerphone 5.772 3.88 3.252
speakers 5.739 3.952 3.05
speakership 5.385 4.122 3.028
speaking 5.68 4.054 2.873
speaks 5.335 4.326 3.257
spear 5.517 4.222 3.35
speared 5.415 4.224 3.475
spearfish 5.593 4.044 3.529
spearhead 5.729 4.006 3.474
spearheaded 5.424 4.159 3.09
spearheading 5.485 4.118 3.048
spearheads 5.599 4.144 3.068
spearing 5.428 4.202 3.366
spearman 5.594 3.961 2.965
spearmint 5.873 3.931 3.621
spears 5.691 4.401 3.35
spec 5.61 3.901 3.002
special 5.624 4.083 3.05
specialism 5.731 4.021 2.814
specialist 5.565 3.927 3.097
specialists 5.529 4.013 3.164
speciality 5.655 3.995 3.11
specialization 5.61 4 2.919
specialize 5.639 4.017 3.001
specialized 5.617 4.007 3.053
specializes 5.583 4.041 3.196
specializing 5.58 4.014 3.183
specially 5.636 4.049 3.004
specialness 5.777 4.093 2.648
specials 5.905 4.06 3.31
specialties 5.695 3.954 3.049
specialty 5.489 4.065 3.147
specie 5.662 4.079 2.954
species 5.668 4.04 2.901
specifiable 5.61 3.857 2.687
specific 5.597 3.939 2.841
specifically 5.555 4.008 2.912
specification 5.592 3.874 2.884
specifications 5.79 4.139 2.652
specificity 5.539 3.899 2.64
specifics 5.659 3.963 2.761
specified 5.664 3.639 3.09
specifier 5.528 3.727 2.869
specifies 5.511 3.87 2.991
specify 5.564 3.891 2.851
specifying 5.577 3.887 2.858
specimen 5.582 4.014 3.023
specimens 5.559 3.956 2.997
specious 5.3 4.164 2.677
speciousness 5.309 4.209 2.704
speck 5.59 4.015 3.244
specked 5.636 3.888 3.381
speckle 5.563 3.95 3.215
speckled 5.657 4.095 3.515
speckles 5.408 4.027 3.35
specks 5.601 3.931 3.384
specs 5.67 3.893 3.136
spectacle 5.629 4.154 2.889
spectacled 5.623 4.037 3.41
spectacles 5.615 4.047 2.985
spectacular 5.783 4.103 3.122
spectacularly 5.357 4.246 2.801
spectaculars 5.772 4.168 3.046
spectator 5.651 4.105 3.063
spectators 5.619 4.12 3.07
spectatorship 5.706 4.056 2.927
specter 5.239 4.425 3.377
specters 5.267 4.271 2.954
spectra 5.659 3.904 3.068
spectral 5.604 3.952 2.975
spectrally 5.617 3.895 2.914
spectre 5.389 4.293 2.994
spectres 5.427 4.261 2.984
spectrogram 5.688 3.722 3.184
spectrograph 5.768 3.953 3.258
spectrographic 5.509 3.969 3.088
spectrometer 5.577 3.937 3.279
spectrometers 5.598 3.931 3.147
spectrometric 5.559 3.867 2.94
spectrometry 5.522 3.928 3.149
spectroscope 5.82 3.961 3.231
spectroscopic 5.671 3.933 3.005
spectroscopy 5.547 4.038 3.034
spectrum 5.562 3.993 2.918
speculate 5.653 4.027 2.721
speculated 5.524 4.057 2.916
speculates 5.529 4.069 2.943
speculating 5.662 3.647 3.556
speculation 5.556 4.046 2.755
speculations 5.609 4.04 2.673
speculative 5.592 4.049 2.735
speculatively 5.657 4.002 2.784
speculator 5.62 4.081 3.13
speculators 5.449 4.165 3.044
speculum 5.58 4.468 3.692
sped 5.585 4.075 3.236
speech 5.589 4.196 2.854
speeches 5.673 4.068 2.955
speechify 5.655 3.995 3.042
speechifying 5.622 4.082 2.913
speechless 5.507 4.128 3.05
speechlessly 5.452 3.899 3.276
speechlessness 5.584 4.078 2.773
speechmaker 5.829 4.004 2.921
speechmaking 5.564 4.126 2.844
speechwriter 5.537 3.872 3.187
speed 5.6 4.179 3.013
speedball 5.475 4.229 3.15
speedboat 5.543 4.17 3.369
speedboats 5.235 4.32 3.191
speeded 5.585 4.09 2.88
speeder 5.079 4.318 3.181
speeders 5.209 4.276 3.079
speedier 5.661 4.105 2.86
speediest 5.644 4.062 2.878
speedily 5.485 4.096 2.892
speediness 5.615 4.043 2.784
speeding 5.31 4.244 3.298
speedo 3.961 5.301 3.99
speedometer 5.618 4.01 3.348
speeds 5.617 4.05 3.022
speedster 5.731 4.104 3.138
speedup 5.744 4.057 2.861
speedway 5.911 4.366 3.414
speedwell 5.531 4.133 3.385
speedy 5.58 4.148 2.938
spell 5.621 4.039 2.909
spellbind 5.623 4.184 3.038
spellbinder 5.551 4.149 3.136
spellbinding 5.891 4.196 2.995
spellbound 5.777 4.188 3.202
spellcheck 5.691 3.954 2.842
spellchecked 5.676 3.94 2.934
spellchecking 5.725 3.873 2.925
spelled 5.603 3.945 2.884
speller 5.567 4.079 2.759
spellers 5.494 4.08 2.791
spelling 5.658 3.993 2.832
spellings 5.647 3.89 2.841
spells 5.59 4.13 2.889
spelt 5.628 3.926 2.945
spelunking 5.824 4.052 3.138
spend 5.775 4.085 2.98
spendable 5.779 4.28 3.04
spender 5.548 4.091 3.089
spenders 5.515 4.166 3.053
spending 5.364 4.316 2.899
